"z","y","x","ax","ay","az","gx","gy","gz","b","c"
143,-16,33,-2.71,-5.64,6.97,78.8,-562.32,426.22,2.54,536
142,-16,33,-4.21,-7.04,6.24,-107.45,-1507.88,2449.86,2.56,536
138,-16,32,-2.91,-6.76,6.51,-533.67,-2353.15,5222.06,2.54,536
132,-16,32,-1.79,-10.84,6.94,-1669.05,-3667.62,7625.36,2.56,536
125,-16,29,-1.3,-20.61,4.74,2851,-8441.98,8803.72,2.56,536
118,-16,26,3.3,-5.52,10.03,1339.54,-6099.57,13735.67,2.56,536
108,-16,22,0.57,-7.86,6.66,1196.28,-5297.28,13395.42,2.55,536
98,-16,18,-0.41,-4.15,7.82,1633.24,-5426.22,14405.44,2.56,536
86,-15,14,-0.45,-0.91,9.6,50.14,-6103.15,17145.42,2.54,536
78,-14,12,0.94,-1.57,8.65,-583.81,-6189.11,16232.09,2.56,536
68,-12,9,-3.72,-4.96,5.9,1060.17,-5673.35,9376.79,2.54,536
64,-12,10,-1.78,-5.54,8.57,-2234.96,-1866.05,7539.4,2.56,536
55,-12,10,-0.5,-4.17,9.34,-3144.7,-2646.85,14573.78,2.56,536
47,-12,10,-1.78,-5.3,9.07,-2553.72,-2163.32,14011.46,2.56,536
39,-12,10,-2.58,-1.16,8.88,-1404.01,-1583.09,10580.23,2.56,537
31,-12,9,-3.26,-1.6,8.99,-1704.87,-1751.43,10526.5,2.54,537
24,-12,9,-2.77,-1.24,9.42,-1833.81,-2195.56,10429.8,2.56,537
19,-12,8,-1.69,-1.78,9.19,-1934.1,-2120.34,9136.82,2.57,537
13,-11,9,-1.22,-2.3,8.99,-1626.07,-1837.39,6962.75,2.56,537
9,-11,9,-1.67,-2.26,9.06,-1432.66,-1568.77,6142.55,2.54,537
5,-11,9,-3.11,-4.16,8.47,-1135.39,-1669.05,5659.03,2.56,537
1,-10,9,-2.18,-2.63,8.84,-924.07,-2149,6851.72,2.56,537
356,-9,8,-2.63,-2.67,9.41,-920.49,-2363.9,7123.93,2.56,537
352,-8,8,-1.6,-1.41,9.12,-537.25,-2267.19,5154.01,2.54,537
350,-7,8,-0.95,-1.03,8.91,-465.62,-1762.18,2990.69,2.56,537
348,-7,8,-0.12,-0.42,9.39,-540.83,-1364.61,2328.08,2.57,537
345,-6,8,-0.1,-2.35,10.23,-676.93,-1121.06,2170.49,2.56,537
342,-6,8,-0.96,-2.45,9.82,-519.34,-852.44,2131.09,2.56,537
340,-4,9,10.64,-9.62,21.11,-659.03,-3936.25,261.46,2.56,537
338,-4,9,-0.9,-2.07,10.87,290.11,318.77,-1525.79,2.56,537
338,-4,8,-1.08,-2.35,9.42,465.62,322.35,-2406.88,2.56,537
339,-4,8,-1.18,-1.29,9.63,318.77,125.36,-1310.89,2.56,537
339,-4,8,-1.83,-1.51,9.51,-93.12,-261.46,970.63,2.56,537
337,-4,8,-1.65,-2,9.41,-146.85,-447.71,1389.68,2.56,537
335,-4,8,-1.5,-1.63,9.52,-85.96,-451.29,1450.57,2.56,537
333,-4,8,-1.34,-1.18,9.61,-118.19,-487.11,1439.83,2.56,537
332,-4,8,-0.96,-1.8,9.55,-28.65,-347.42,827.36,2.56,537
331,-3,8,-0.84,-1.49,9.61,103.87,-164.76,168.34,2.56,537
330,-3,8,-1.05,-1.7,9.54,114.61,-100.29,-25.07,2.56,537
330,-3,8,-1,-1.85,9.53,121.78,-89.54,46.56,2.56,537
330,-3,8,-1.11,-1.32,9.62,150.43,-53.72,50.14,2.56,537
329,-3,8,-1.06,-1.63,9.58,118.19,-25.07,21.49,2.56,538
329,-3,8,-1.02,-1.52,9.56,150.43,14.33,-103.87,2.56,538
328,-3,8,-1.01,-1.39,9.61,125.36,25.07,57.31,2.56,538
328,-3,8,-0.91,-1.29,9.64,121.78,60.89,-35.82,2.56,538
328,-4,8,-1.15,-1.23,9.62,93.12,85.96,-71.63,2.56,538
328,-4,7,-1.19,-1.4,9.58,85.96,111.03,-150.43,2.56,538
328,-4,7,-1.49,-1.47,9.53,53.72,96.7,-21.49,2.54,538
328,-4,7,-1.5,-1.59,9.52,64.47,46.56,-14.33,2.56,538
327,-4,8,-1.54,-1.47,9.52,57.31,-17.91,82.38,2.56,538
327,-5,8,-1.58,-1.44,9.55,46.56,-96.7,186.25,2.56,538
327,-5,8,-1.58,-1.32,9.54,60.89,-125.36,82.38,2.54,538
327,-5,7,-1.27,-1.29,9.6,25.07,-211.32,222.06,2.56,538
327,-5,7,-1.19,-1.18,9.62,-10.74,-229.23,372.49,2.56,538
326,-5,7,-1.11,-1.18,9.62,-50.14,-229.23,379.66,2.57,538
326,-5,7,-0.77,-1.42,9.64,-57.31,-182.66,214.9,2.56,538
326,-5,7,-0.94,-1.19,9.66,-3.58,-111.03,-82.38,2.56,538
326,-5,7,-0.8,-1.46,9.62,-53.72,-93.12,53.72,2.56,538
326,-5,8,-0.86,-1.53,9.58,-50.14,-32.23,0,2.57,538
326,-5,8,-0.95,-1.56,9.6,-28.65,14.33,-28.65,2.56,538
326,-5,8,-0.98,-1.61,9.58,-25.07,25.07,0,2.56,538
326,-5,8,-0.98,-1.56,9.56,14.33,39.4,-7.16,2.56,538
326,-5,8,-1.11,-1.57,9.58,39.4,42.98,-14.33,2.56,538
326,-5,8,-1.16,-1.45,9.58,57.31,46.56,17.91,2.57,538
