"z","y","x","ax","ay","az","gx","gy","gz","b","c"
288,34,117,5.33,-6.96,-3.09,143.27,-121.78,196.99,2.56,509
288,34,117,5.38,-7,-3.19,182.66,-154.01,107.45,2.54,509
288,34,117,5.49,-6.83,-3.17,175.5,-207.74,103.87,2.56,509
288,34,117,5.57,-6.96,-3.24,150.43,-272.21,182.66,2.56,509
288,34,117,5.66,-6.96,-3.21,168.34,-261.46,-139.68,2.56,509
287,34,117,5.51,-7.05,-3.22,186.25,-293.7,-21.49,2.56,509
287,34,116,5.64,-7.04,-3.25,229.23,-304.44,14.33,2.56,509
287,34,116,5.45,-6.93,-3.4,279.37,-247.13,-186.25,2.56,509
287,34,116,5.51,-6.99,-3.43,272.21,-340.26,139.68,2.56,509
286,34,116,5.81,-6.91,-3.53,300.86,-311.6,7.16,2.56,509
286,34,116,5.72,-6.98,-3.63,318.77,-300.86,17.91,2.56,509
285,34,116,5.73,-7.04,-3.64,308.02,-354.58,265.04,2.56,509
285,34,116,6.03,-6.91,-3.32,308.02,-275.79,-64.47,2.56,509
285,34,116,5.65,-7.04,-3.45,186.25,-275.79,125.36,2.55,509
285,33,116,5.9,-6.91,-3.37,114.61,-282.95,146.85,2.56,509
285,34,116,5.76,-6.9,-3.37,-3.58,-214.9,50.14,2.56,509
285,34,116,5.86,-6.78,-3.23,-143.27,-146.85,25.07,2.56,510
285,34,116,5.74,-7.08,-3.45,-207.74,-32.23,-75.21,2.55,510
285,34,116,5.51,-7.22,-3.36,-218.48,21.49,-96.7,2.56,510
286,34,116,5.6,-7.35,-3.44,-182.66,46.56,32.23,2.56,510
286,34,116,5.16,-7.54,-3.5,-78.8,60.89,25.07,2.56,510
286,34,116,5.39,-7.34,-3.56,78.8,39.4,236.39,2.56,510
285,34,116,5.22,-7.15,-4.02,157.59,-107.45,354.58,2.56,510
285,34,116,5.21,-6.56,-5.45,75.21,-325.93,10.74,2.56,510
285,34,117,6.22,-5.42,-6.83,-644.7,-1142.55,-1010.03,2.56,510
286,34,119,5.59,-3.86,-9.02,-2170.49,-2467.77,-2893.98,2.57,510
287,35,122,4.4,-2.32,-10.13,-4401.86,-4459.17,-4602.44,2.55,510
290,36,129,4.97,-2.78,-12.32,-6060.17,-6110.32,-5397.56,2.57,510
294,35,139,6.53,-2.91,-12.99,-7521.49,-7768.62,-6815.9,2.56,510
14,34,150,8.32,-2.56,-11.99,-8112.46,-8603.15,-8216.33,2.57,510
11,31,157,10.23,-3.81,-11.49,-8628.22,-8814.47,-6160.46,2.56,510
7,27,166,10.54,-4.65,-8.24,-8746.42,-8187.68,-5078.8,2.57,510
5,23,174,10.46,-5.51,-6.01,-8545.85,-6772.92,-4029.37,2.56,510
4,19,-179,8.67,-5.08,-2.38,-7585.96,-4914.04,-3563.75,2.56,510
3,17,-175,8.6,-5.35,0.44,-6479.23,-3047.99,-1393.27,2.56,510
3,15,-171,11.5,-8.5,3.23,-5343.84,-1224.93,744.99,2.56,510
5,16,-168,17.93,-8.51,1.89,-2954.87,1905.44,4129.66,2.56,510
10,20,-169,23.55,-10.53,-1.74,730.66,7012.89,7009.31,2.56,510
12,26,-172,27.05,-7.87,-9.57,5458.45,13420.49,4799.43,2.57,510
13,37,-178,30.6,-10.36,-20.08,8549.43,17926.22,5626.79,2.56,510
356,51,167,31.97,-10.54,-26.92,13631.8,23717.77,8556.59,2.56,510
337,62,130,32.05,-9.75,-36.94,19674.07,28291.55,12836.68,2.56,510
327,62,86,19.22,-9.72,-35.21,25017.91,32055.87,8972.06,2.56,510
316,46,44,7.25,0.84,-26.53,27521.49,31239.26,13900.43,2.56,511
306,26,22,2.06,-1.54,-17.81,27893.98,26679.8,10787.97,2.56,511
299,9,5,-8.01,37.4,5.12,23764.33,20261.46,6941.26,2.56,511
295,1,0,6.22,-12.23,3.9,12876.07,14566.62,5107.45,2.56,511
292,-7,-9,-4.78,-2.43,1.69,12152.58,11962.75,5351,2.56,511
287,-12,-18,-0.22,2.85,3.71,10519.34,7285.1,7718.48,2.56,511
283,-14,-25,0.12,4.25,5.36,8449.14,5501.43,4559.46,2.56,511
281,-15,-30,-1.24,5.91,5.83,6246.42,4151.15,4795.85,2.56,511
277,-15,-35,-1.78,4.17,4.57,4820.92,3474.21,4631.09,2.56,511
275,-15,-38,-2.45,6.84,5.8,3492.12,2636.1,3527.94,2.57,511
272,-15,-41,-2.01,7.1,5.5,1726.36,1780.09,3936.25,2.56,511
270,-14,-42,-3.1,5.9,5.28,558.74,1289.4,2790.11,2.56,511
268,-14,-42,-2.83,6.72,5.11,-308.02,501.43,2901.15,2.56,511
265,-12,-42,-3.6,7.46,6.29,-1074.5,-239.97,3270.06,2.56,511
263,-10,-41,-1.39,6.02,6.29,-1629.66,-891.83,2782.95,2.56,511
263,-9,-41,-1.29,5.65,6.92,-1536.53,-963.47,1672.64,2.56,511
262,-8,-40,-0.72,5.36,7.94,-1339.54,-1060.17,1862.46,2.55,511
262,-7,-39,0.73,5.61,7.79,-780.8,-906.16,2116.76,2.56,511
261,-6,-39,0.85,5.9,7.99,-85.96,-351,641.12,2.56,511
262,-6,-39,-0.27,7.55,8.13,322.35,71.63,-444.13,2.56,511
264,-6,-39,-1.33,7,6.93,60.89,32.23,-429.8,2.54,511
265,-6,-39,-3.33,6.97,6.97,-598.14,-411.89,161.17,2.56,511
266,-6,-38,-3.56,7.28,6.83,-1002.87,-1131.81,-3689.11,2.56,511
270,-7,-37,1.43,10.52,8.89,-1393.27,-2525.07,-5311.6,2.56,511
276,-8,-35,4.66,8.66,7.06,-1042.26,-4570.2,-5343.84,2.55,511
278,-6,-33,-5.82,4.54,6.95,-3810.89,-2016.48,-1067.34,2.56,511
280,-5,-30,-1.28,6.31,5.96,-4208.45,-3101.72,-984.96,2.55,512
280,-4,-28,-1.06,4.04,5.28,-5100.29,-3370.34,1590.26,2.56,512
281,-1,-25,-1.19,2.8,6.66,-5143.27,-3008.6,1189.11,2.56,512
279,0,-21,-1.01,3.42,8,-5583.81,-3062.32,4939.11,2.56,512
276,3,-17,3.49,3.2,8.04,-5662.61,-2542.98,5225.64,2.55,512
274,5,-14,3.28,1.87,9.05,-5798.71,-1124.64,6221.35,2.56,512
270,6,-9,2.76,-0.04,9.52,-5250.72,-93.12,5275.79,2.56,512
268,6,-6,3.5,0.14,11.34,-4752.87,1017.19,3470.63,2.56,512
266,6,-2,1.71,-0.31,11.56,-4366.05,1679.8,3280.8,2.55,512
264,5,0,1.9,-2.93,11.19,-4075.93,2120.34,2643.27,2.56,512
263,3,1,1.18,-2.73,10.32,-3388.25,2521.49,1232.09,2.56,512
263,1,3,-1.25,-3.27,10.43,-2589.54,2288.68,1926.93,2.55,512
261,0,5,0.23,-1,10.66,-2120.34,1525.79,3399,2.56,512
260,0,6,-1.59,-2.48,10.58,-1543.7,1579.51,1253.58,2.57,512
259,-1,7,-1.03,-1.66,10.03,-1214.18,1060.17,1558.02,2.56,512
257,-2,7,-1.17,-2.33,10.27,-916.91,368.91,2786.53,2.56,512
255,-2,8,0.3,-1.91,9.91,-390.4,132.52,2174.07,2.56,512
255,-2,8,-0.37,-1.55,9.42,257.88,50.14,551.58,2.57,512
254,-2,8,-0.39,-1.38,9.67,465.62,-318.77,863.18,2.56,512
254,-2,7,-2.23,-0.54,9.73,744.99,-784.38,1002.87,2.56,512
253,-1,7,-0.22,1,9.56,451.29,-1654.73,1479.23,2.56,512
253,0,6,2.72,-1.66,8.9,393.98,-1651.15,1411.17,2.57,512
253,0,6,1.47,-1.03,8.85,967.05,-1095.99,-594.56,2.56,512
254,0,5,-0.01,0.97,9.28,1035.1,-1131.81,-343.84,2.56,512
253,1,5,0.14,1.11,9.51,458.45,-1525.79,773.64,2.56,512
253,2,5,1.6,-0.12,9.24,196.99,-1522.21,272.21,2.57,512
253,3,5,1.46,-1.05,9.57,236.39,-1292.98,-157.59,2.56,512
254,4,4,1.56,0.44,9.97,232.81,-1045.85,-211.32,2.55,513
254,4,4,1.14,1.03,10.18,-71.63,-784.38,-963.47,2.56,513
255,5,4,1.35,-0.46,9.41,-351,-530.09,-1776.5,2.56,513
256,5,5,0.95,-0.59,9.29,-325.93,-419.05,-2048.71,2.56,513
257,6,5,0.88,-0.58,9.32,-462.03,-519.34,-741.4,2.56,513
257,6,5,1.12,-0.64,9.49,-551.58,-598.14,-35.82,2.56,513
257,6,5,1.57,-1.22,9.88,-601.72,-472.78,89.54,2.56,513
258,7,6,1.99,-0.19,10.16,-519.34,-279.37,-279.37,2.56,513
258,7,6,1.68,-0.31,10.2,-633.95,32.23,-795.13,2.56,513
260,7,6,1.74,-0.54,9.76,-662.61,376.07,-2091.69,2.57,513
261,7,7,1.63,-1.46,9.24,-694.84,519.34,-2242.12,2.56,513
263,6,7,0.84,-1.75,9.03,-641.12,512.18,-2234.96,2.56,513
264,6,7,0.28,-1.6,8.74,-580.23,308.02,-1891.12,2.56,513
265,6,7,0,-0.29,8.79,-691.26,-60.89,-1558.02,2.56,513
266,7,8,-0.01,-1.42,8.01,-1146.13,-472.78,-1260.74,2.56,513
267,7,8,0.62,-2.13,7.08,-1282.23,-730.66,-1454.15,2.56,513
268,8,9,0.41,-4.47,6.29,-1221.35,-1174.79,-1224.93,2.56,513
268,33,37,8.74,-8.29,4.46,-6568.77,-4957.02,336.68,2.57,514
268,35,42,10.29,-5.88,5.41,-6851.72,-4788.68,1368.19,2.55,514
267,36,49,9.43,-4.76,3.48,-7525.07,-4620.34,2933.38,2.56,514
267,37,57,10.94,-7.32,2.7,-8266.48,-3936.25,770.06,2.57,514
268,38,64,10.93,-5.95,2.32,-8692.69,-3309.46,57.31,2.56,514
270,38,72,11.56,-5.83,2.63,-9559.46,-2668.34,-497.85,2.57,514
273,40,78,10.29,-8.34,1.19,-10128.94,-1955.59,-4018.62,2.56,514
279,43,86,9.59,-10.15,-0.39,-10433.38,-2177.65,-3778.65,2.56,514
285,45,94,9.25,-10.32,-1.14,-10598.14,-2632.52,-2188.4,2.56,514
291,46,104,8.6,-9.04,-1.45,-10662.61,-2768.62,-2184.81,2.57,514
298,46,113,7.64,-9.66,-2.69,-10666.19,-2958.45,-2363.9,2.56,514
303,47,121,7.29,-9,-3.71,-10143.27,-3280.8,-2811.6,2.54,514
312,47,131,7.49,-7.89,-4.22,-9631.09,-3320.2,-3603.15,2.56,514
322,48,141,6.54,-7.45,-4.91,-8606.73,-3176.93,-5490.69,2.56,514
330,48,149,6.26,-5.61,-4.45,-7360.32,-3194.84,-6959.17,2.56,514
343,49,161,4.71,-3.75,-3.73,-6396.85,-3194.84,-8610.32,2.56,514
355,47,170,5.19,-1.89,-3.75,-5594.56,-3821.63,-5555.16,2.54,514
6,45,178,8.53,0.12,-3.13,-5125.36,-3843.12,-4609.6,2.56,514
8,43,-176,6.47,2.63,-3.9,-4681.23,-2944.13,-5340.26,2.56,514
5,41,-170,6.59,-0.33,-4.47,-4219.2,-2217.05,-6647.56,2.56,514
2,39,-164,6.3,-0.86,-5.83,-3746.42,-1858.88,-4222.78,2.56,514
3,38,-162,5.77,1.29,-7.48,-3395.42,-1794.41,920.49,2.56,514
5,37,-162,7.58,0.63,-8.22,-3406.16,-1622.49,6307.31,2.56,514
11,38,-163,8.3,0.61,-8.23,-2976.36,-920.49,7593.12,2.54,514
15,39,-165,6.71,0.13,-8.71,-1719.2,641.12,3585.24,2.56,514
16,40,-164,5.56,1.99,-7.93,-261.46,1651.15,-365.33,2.54,514
16,41,-164,6.16,2.15,-7,308.02,1511.46,1443.41,2.56,515
17,42,-166,5.41,2.19,-6.58,773.64,1583.09,2084.53,2.55,515
41,44,-167,6.02,0.59,-6.83,1475.64,1672.64,1425.5,2.56,515
36,45,-170,9.29,-0.76,-7,2195.56,1633.24,3527.94,2.56,515
27,47,-175,5.66,-0.47,-5.37,2564.47,1701.29,6153.29,2.56,515
18,47,178,7.43,-1.62,-6.37,2671.92,999.28,5981.38,2.56,515
11,48,173,6.38,-1.63,-6.85,2883.24,744.99,2782.95,2.56,515
5,48,168,7.51,-0.38,-6.25,2188.4,-196.99,3975.64,2.56,515
1,47,165,7.46,0.46,-5.58,1246.42,-551.58,1891.12,2.56,515
359,46,164,7.69,-0.68,-4.9,422.64,-734.24,1962.75,2.56,515
358,46,163,6.53,-2.35,-4.2,-53.72,-329.51,759.31,2.55,515
357,46,162,7.24,-3.23,-3.91,179.08,125.36,1740.69,2.56,515
355,45,160,8.21,-3.83,-3.44,1153.3,1063.75,3022.92,2.56,515
351,46,157,8.29,-4.4,-3.59,2500,2181.23,4351.72,2.56,515
345,46,151,8.7,-5.02,-4.21,3735.67,2851,6393.27,2.55,515
337,45,142,5.9,-5.09,-3.17,5648.28,3757.16,7596.71,2.56,515
326,42,131,7.06,-8.01,-4.1,7335.24,3467.05,10694.84,2.55,515
318,40,123,6.27,-8.08,-5.14,9831.66,4229.94,8005.01,2.56,515
308,35,112,7.56,-7.13,-5.01,10744.99,3979.23,10479.94,2.56,515
300,31,101,6.44,-6.76,-3.59,12005.73,4666.91,6325.21,2.56,515
295,28,91,8.61,-7.45,-2.53,11991.4,5182.66,5050.14,2.56,515
293,26,83,5.67,-13.21,-2.13,11640.4,5823.78,4563.04,2.56,515
289,21,74,2.18,-12.51,1.68,11568.77,4799.43,6597.42,2.56,515
284,16,66,3.35,-9.99,4.18,10583.81,3047.99,6916.19,2.56,515
279,11,60,-2.12,-7.49,4.64,7886.82,902.58,7224.21,2.56,515
276,9,58,14.67,-7.97,1.04,4398.28,-376.07,1944.84,2.57,515
275,8,56,1.94,-2.75,7.45,1952.01,730.66,168.34,2.56,515
275,8,56,0.23,-7.52,4.97,-1837.39,-211.32,676.93,2.56,516
276,9,58,-0.07,-8.43,3.88,-2492.84,-891.83,-2138.25,2.56,516
277,10,59,3.53,-8.83,5.38,-2252.87,-408.31,-3972.06,2.56,516
279,12,60,2.71,-10.12,4.88,-1507.88,-275.79,-2149,2.56,516
279,12,61,2.05,-10.42,4.03,-476.36,-286.53,1712.03,2.56,516
278,11,61,0.41,-7.55,6.27,-505.01,-522.92,1038.68,2.56,516
277,11,62,1.06,-5.35,5.26,-2811.6,-1393.27,-633.95,2.56,516
276,12,64,3.73,-4.81,3.25,-3904.01,-1092.41,-1962.75,2.56,516
278,14,67,4.11,-7.66,2.45,-4502.15,-530.09,-2349.57,2.54,516
279,15,69,3.9,-11.92,2.36,-2424.79,265.04,78.8,2.56,516
279,14,70,3.48,-12.64,3.38,1683.38,1457.74,1267.91,2.56,516
278,13,67,3.94,-11,3.37,4659.74,1801.58,2285.1,2.56,516
276,11,63,1.81,-9.89,4.07,7736.39,2704.15,2750.72,2.54,516
274,8,57,0.94,-8.82,4.03,9108.17,2288.68,4194.13,2.56,516
272,5,52,-0.38,-7.94,5.83,8857.45,1633.24,4290.83,2.57,516
269,3,46,0.63,-6.43,6.16,7972.78,913.32,4663.32,2.56,516
267,2,45,5.17,-31.56,-1.78,-19244.27,2367.48,-8205.59,2.55,516
267,2,45,0.48,-9.1,6.62,-623.21,-1002.87,1790.83,2.56,516
267,2,45,1.63,-4.48,8.98,-995.7,-877.51,308.02,2.57,516
267,3,47,0.53,-4.23,7.68,-3155.44,-719.91,-2106.02,2.56,516
269,4,50,0.92,-4.8,5.84,-5659.03,-1103.15,-2639.68,2.56,516
270,6,55,-0.64,-6.68,4.68,-7457.02,-1375.36,-2933.38,2.56,516
272,8,59,0.66,-8.11,2.55,-7693.41,-1676.22,-2851,2.56,516
274,10,64,5.63,-11.51,0.5,-6772.92,-1984.24,-2800.86,2.56,516
275,12,67,4.74,-11.16,1.85,-3742.84,-573.07,-1045.85,2.56,516
275,12,68,1.62,-10.64,4.64,-916.91,401.15,290.11,2.56,516
275,12,68,1.24,-9.97,5.48,1475.64,623.21,239.97,2.56,517
275,11,67,3.32,-7.6,4.6,2020.06,447.71,368.91,2.56,517
274,11,66,0.87,-7.92,4.66,1507.88,530.09,866.76,2.56,517
274,10,65,1.97,-7.74,3.04,623.21,200.57,365.33,2.56,517
273,10,65,1.7,-8.09,3.76,-114.61,103.87,53.72,2.56,517
273,10,65,1.68,-9.09,3.9,-444.13,-93.12,-182.66,2.56,517
273,10,65,2.3,-8.51,3.78,-333.09,-193.41,-193.41,2.56,517
273,11,65,1.71,-9.27,3.91,-182.66,-171.92,-211.32,2.56,517
273,11,65,1.72,-8.92,4.21,107.45,-121.78,-111.03,2.56,517
272,11,65,2.49,-7.26,3.59,200.57,-171.92,254.3,2.57,517
271,10,65,2.27,-8,3.53,3.58,3.58,547.99,2.56,517
271,10,65,1.87,-9.44,3.79,379.66,103.87,834.53,2.56,517
271,10,65,1.97,-9.3,4.49,1217.77,232.81,361.75,2.55,517
270,9,64,2.03,-9.38,4.44,1597.42,293.7,143.27,2.57,517
270,10,63,0.93,-8.6,5.12,1855.3,279.37,-877.51,2.56,517
270,10,62,2.44,-6.59,4.54,1106.73,-157.59,57.31,2.56,517
270,10,61,1.91,-6.54,4.61,-139.68,-118.19,343.84,2.55,517
270,10,62,1.97,-8.8,3.88,-680.52,-154.01,311.6,2.57,517
269,10,62,1.81,-9.85,4.17,-214.9,-214.9,-7.16,2.56,517
269,10,62,2.19,-9.92,3.81,1128.22,-343.84,537.25,2.56,517
268,9,61,1.61,-7.69,5.49,1386.1,-354.58,1948.42,2.56,517
267,8,60,1.67,-7.59,4.82,959.89,-229.23,1242.84,2.57,517
266,8,60,0.26,-6.16,6.55,-390.4,-128.94,-128.94,2.56,517
267,9,62,0.2,-6.86,5.94,-2829.51,-752.15,-852.44,2.57,517
267,9,64,1.74,-6.57,4.94,-4820.92,-1507.88,-619.63,2.54,517
267,10,67,2.91,-8.72,1.96,-5866.76,-1737.11,-881.09,2.56,517
268,11,72,4.18,-7.98,2.24,-5981.38,-1429.08,-759.31,2.56,517
269,12,75,2.98,-10.57,1.68,-4842.41,-239.97,-1475.64,2.57,518
270,12,77,3.11,-10.35,2.38,-2116.76,619.63,-863.18,2.55,518
271,13,78,3.24,-10.99,1.7,239.97,1296.56,-218.48,2.56,518
271,12,76,3.57,-9.99,1.98,3459.89,2123.93,1454.15,2.56,518
271,11,72,2.99,-10.73,1.03,6608.17,3101.72,838.11,2.56,518
271,10,68,1.32,-11.31,1.57,8012.18,3467.05,1138.97,2.56,518
270,7,62,1.08,-7.43,4.69,8563.75,2944.13,3069.48,2.56,518
268,4,56,0.63,-6.9,5.15,7858.17,2134.67,4183.38,2.56,518
266,1,51,-1.48,-5.48,7.01,6948.42,1081.66,4276.5,2.56,518
264,0,48,-2.79,-9.82,21.97,4860.32,100.29,2654.01,2.56,518
265,0,48,-1.62,-19.79,7.55,-9161.89,3918.34,2457.02,2.56,518
264,0,48,-2.35,-10.3,6.75,-1060.17,-963.47,250.72,2.57,518
264,1,49,-1.79,-8.88,9.46,-1715.62,-1858.88,-254.3,2.56,518
264,1,50,0.61,-8.53,9.11,-3710.6,-2614.61,-612.46,2.56,518
264,3,53,2.06,-10.37,5.79,-5089.54,-2947.71,-1708.45,2.56,518
266,7,57,2.79,-8.38,5.61,-6135.39,-2768.62,-5519.34,2.56,518
287,34,88,4.37,-3.86,0.46,-6987.82,-4469.91,-6192.69,2.56,518
290,36,95,5.5,-2.98,0.23,-7206.3,-4742.12,-1446.99,2.56,518
306,45,115,5.8,-7.46,-1.58,-3166.19,-934.81,-3789.4,2.56,518
306,45,117,12.25,-14.13,-4.9,-1497.13,-737.82,3159.03,2.56,519
304,43,116,8.06,-11.13,-5.53,1783.67,1640.4,3176.93,2.56,519
302,41,113,1.4,-8.68,-4.08,2722.06,1221.35,2761.46,2.56,519
297,38,110,5.26,-4.72,-2.52,2575.21,53.72,4749.28,2.56,519
295,37,108,6.96,-6,-1.86,1378.94,75.21,2166.91,2.56,519
293,36,107,7.11,-6.72,-0.95,551.58,186.25,1701.29,2.55,519
292,35,107,6.53,-6.93,-1.65,-211.32,290.11,1626.07,2.56,519
291,34,107,6.29,-7.14,-1.98,-404.73,286.53,1615.33,2.54,519
291,34,107,5.53,-8.1,-2.87,32.23,440.54,487.11,2.56,519
291,33,106,5.52,-8.86,-3.35,494.27,265.04,1153.3,2.55,519
290,32,105,5.27,-8.76,-2.91,1228.51,50.14,1636.82,2.56,519
288,31,104,4.87,-7.7,-2.56,1558.02,-229.23,1572.35,2.54,519
286,30,103,3.89,-6.82,-1.42,1203.44,-626.79,1192.69,2.56,519
284,29,103,4.95,-7.58,-1.59,422.64,-734.24,1558.02,2.56,519
283,29,103,5.61,-7.47,-1.72,-14.33,-222.06,619.63,2.56,519
283,28,103,5.42,-7.74,-2.12,-279.37,-426.22,107.45,2.56,519
283,28,104,5.24,-8.26,-2.41,-458.45,-662.61,-10.74,2.57,519
282,28,104,4.87,-8.26,-2.45,-429.8,-659.03,-257.88,2.56,519
282,29,105,4.87,-8.06,-2.2,-261.46,-576.65,-472.78,2.54,519
282,29,105,5.03,-8.09,-2.15,-114.61,-494.27,-96.7,2.56,519
281,29,105,4.99,-8.42,-2.16,103.87,-436.96,-164.76,2.57,519
281,29,105,4.58,-8.3,-2.03,146.85,-383.24,-57.31,2.56,519
281,29,105,4.55,-8.22,-2.02,107.45,-311.6,128.94,2.54,519
281,28,105,4.97,-8.22,-2,96.7,-243.55,211.32,2.56,519
280,28,105,4.51,-8.12,-2.17,139.68,-157.59,-60.89,2.56,519
280,28,105,4.75,-8.17,-2.13,39.4,-146.85,-89.54,2.56,519
280,28,105,4.83,-8.24,-2.33,-68.05,-139.68,-39.4,2.54,519
280,29,105,4.97,-8.18,-2.33,7.16,-114.61,-222.06,2.56,520
280,29,105,4.67,-7.96,-2.4,21.49,-204.15,-236.39,2.57,520
280,29,105,4.7,-7.96,-2.22,28.65,-232.81,-232.81,2.56,520
280,29,105,4.67,-8.05,-2.47,146.85,-254.3,-136.1,2.56,520
280,29,106,4.68,-8.09,-2.17,139.68,-383.24,-175.5,2.56,520
280,29,106,4.53,-8.29,-2.1,214.9,-401.15,-268.62,2.56,520
279,29,105,4.72,-8.42,-2.05,261.46,-415.47,-3.58,2.56,520
279,29,105,5.09,-8.23,-2.08,261.46,-329.51,265.04,2.56,520
279,29,105,5.04,-7.64,-1.96,300.86,-125.36,-93.12,2.56,520
279,29,105,5.52,-7.75,-1.95,189.83,32.23,-111.03,2.57,520
279,29,105,5.55,-7.64,-2.16,175.5,211.32,85.96,2.56,520
279,29,105,5.31,-7.75,-2.09,111.03,530.09,272.21,2.56,520
279,29,104,4.96,-8.02,-2.01,28.65,454.87,-125.36,2.56,520
280,29,104,5.53,-8,-2.01,-128.94,497.85,-10.74,2.56,520
280,29,104,4.99,-8.4,-1.93,-32.23,408.31,-318.77,2.57,520
280,29,104,4.76,-8.5,-1.97,75.21,275.79,436.96,2.56,520
280,29,104,4.84,-8.1,-2.01,7.16,290.11,-28.65,2.57,520
281,29,104,4.54,-7.88,-1.98,25.07,121.78,-71.63,2.56,520
281,29,104,4.26,-7.95,-2.08,53.72,-10.74,-351,2.57,520
281,30,104,3.86,-7.95,-2.14,125.36,-218.48,-608.88,2.56,520
281,30,104,4.32,-8.32,-2.43,211.32,-612.46,-694.84,2.56,520
281,30,104,4.28,-8.38,-2.57,265.04,-1010.03,-347.42,2.56,520
279,30,105,4.88,-8.33,-2.9,268.62,-1224.93,-308.02,2.56,520
279,30,105,5.31,-7.87,-2.79,232.81,-1407.59,-186.25,2.56,520
277,30,105,5.8,-7.66,-3.31,-35.82,-1436.25,-35.82,2.57,520
277,30,106,7.03,-7.24,-3.91,-333.09,-1192.69,-945.56,2.56,520
277,30,107,6.71,-6.49,-5.4,-802.29,-1088.83,-1189.11,2.56,520
277,31,109,5.77,-6.23,-7.72,-1916.19,-1425.5,-1554.44,2.56,521
279,32,112,3.07,-4.35,-10.12,-3621.06,-2886.82,-2500,2.56,521
280,32,116,0.34,0.16,-12.81,-6275.07,-5626.79,-3850.29,2.56,521
282,33,124,1.81,2.79,-13.18,-8646.13,-8144.7,-6246.42,2.57,521
288,33,137,4.58,2.49,-9.83,-11010.03,-10458.45,-11454.15,2.56,521
10,32,153,15.28,-2.6,-2.91,-12263.61,-11507.88,-11901.86,2.56,521
7,28,163,36.81,-11.73,5.62,-12002.15,-8861.03,-3087.39,2.55,521
8,25,171,39.45,-24.75,3.64,-9326.65,-551.58,1049.43,2.56,521
11,30,172,39.43,-23.05,-2.96,-1339.54,13005.01,3341.69,2.56,521
345,43,165,35.34,-27.44,-24.18,7113.18,24530.8,6138.97,2.56,521
338,55,147,33.92,-18.01,-38.96,16647.56,32696.99,10866.76,2.54,521
326,61,91,14.4,-5.75,-38.98,22378.22,36608.17,13176.93,2.56,521
312,40,50,-10.59,4.66,-30.08,28320.2,31808.74,24265.76,2.56,521
289,15,34,3.47,7.84,-17.89,28033.67,14494.99,33463.47,2.56,521
276,5,22,22.95,12.83,-9.03,26636.82,10103.87,14541.55,2.56,521
273,-3,6,15.43,0.24,0.73,21085.24,13800.14,-3484.96,2.57,521
281,-15,2,-25.54,12.92,7.27,9641.83,10927.65,7621.78,2.56,521
276,-18,-2,-10.83,-11.4,2.23,6228.51,2131.09,11511.46,2.57,521
271,-18,-8,-6.41,-0.84,5.39,7947.71,-537.25,9462.75,2.56,521
266,-15,-14,-0.77,8.13,8.39,6386.1,-3438.4,8545.85,2.56,521
262,-11,-18,0,9.13,9.15,3244.99,-3699.86,5641.12,2.56,521
260,-8,-20,1.22,5.93,6.86,938.4,-3449.14,3513.61,2.56,521
260,-6,-20,3.82,5.28,9.62,397.56,-1565.19,-2034.38,2.57,521
261,-6,-20,1.76,2.55,10.11,-78.8,-927.65,-981.38,2.56,521
261,-6,-20,2.63,4.1,9.15,-175.5,-268.62,-698.42,2.56,521
262,-6,-20,0.55,3.66,8.31,232.81,-232.81,-46.56,2.55,521
261,-6,-20,-1.68,2.31,8.01,372.49,25.07,78.8,2.56,522
261,-5,-20,0.16,3.29,7.54,673.35,-505.01,1479.23,2.54,522
261,-5,-21,-1.86,4.84,7.62,1275.07,-222.06,-32.23,2.56,522
260,-4,-22,-0.67,3.61,7.5,870.34,-1020.77,2199.14,2.56,522
259,-3,-22,-0.36,5.97,9.15,941.98,-995.7,1654.73,2.56,522
258,-2,-23,-1.03,5.22,7.81,440.54,-1131.81,2206.3,2.56,522
256,0,-23,1,5.62,8.31,186.25,-1368.19,2381.81,2.56,522
255,0,-23,0.09,5.31,7.75,50.14,-945.56,1063.75,2.54,522
255,0,-23,0.2,4.14,7.33,-186.25,-1092.41,1583.09,2.56,522
254,1,-23,0.5,4.39,6.78,57.31,-1024.36,902.58,2.54,522
254,2,-23,-0.65,4.04,7.35,275.79,-1031.52,1074.5,2.56,522
252,4,-23,1.18,6.51,8.41,-3.58,-1475.64,2843.84,2.55,522
251,5,-23,1.01,6.69,8.03,-573.07,-1232.09,2256.45,2.56,522
250,6,-22,2.15,8.59,7.96,-1425.5,-1418.34,3542.26,2.56,522
249,8,-21,1.6,6.21,8.7,-2360.32,-576.65,75.21,2.56,522
251,7,-19,2.47,5.72,9.84,-2589.54,-60.89,-4477.08,2.56,522
254,6,-18,0.4,2.98,9.54,-2539.4,50.14,-6862.46,2.56,522
257,5,-17,1.32,0.33,8.91,-3287.97,-920.49,39.4,2.56,522
257,6,-15,3.38,2.54,9.25,-1973.5,71.63,-1651.15,2.56,522
259,5,-14,-0.97,4.06,9.26,-967.05,787.97,-3090.97,2.56,522
260,4,-14,-0.28,4.26,10.16,-1042.26,304.44,-1246.42,2.57,522
261,4,-13,0.82,2.86,9.47,-909.74,376.07,-1310.89,2.56,522
262,3,-13,2,3.88,10.45,-730.66,655.44,-1135.39,2.56,522
263,2,-12,0.37,4.14,10.58,-845.27,1321.63,-1873.21,2.56,522
