z,y,x,ax,ay,az,gx,gy,gz,b,c
258,0,-26,1.07,4.43,9.15,-1214.18,-530.09,755.73,2.56,288
257,0,-25,1.70,3.25,8.32,-1257.16,-107.45,1579.51,2.56,288
256,0,-25,0.62,3.70,8.56,-863.18,472.78,533.67,2.56,288
256,0,-24,-0.36,3.75,8.04,-852.44,454.87,1056.59,2.56,289
255,0,-24,-1.13,6.49,8.65,-1067.34,218.48,1468.48,2.56,289
254,0,-23,-1.21,3.88,9.19,-1568.77,46.56,737.82,2.56,289
254,1,-21,-0.63,5.39,8.77,-2500.00,-633.95,1973.50,2.56,289
259,2,-8,2.34,-0.28,11.58,-2005.73,315.19,-927.65,2.56,289
260,1,-7,1.34,-0.17,11.37,-1697.71,866.76,-1583.09,2.56,289
264,-2,-5,0.15,0.09,9.42,-727.08,1529.37,-1053.01,2.56,289
265,-3,-4,1.35,0.34,8.55,-888.25,1239.26,351.00,2.56,289
264,-4,-4,-0.30,2.35,8.29,-941.98,1235.67,1285.82,2.56,289
263,-4,-3,-0.90,1.10,8.04,-1339.54,870.34,1876.79,2.56,289
261,-4,-2,0.29,1.18,7.85,-1608.17,343.84,3166.19,2.56,289
259,-5,-1,0.89,0.15,8.13,-1389.68,436.96,2542.98,2.57,289
258,-5,-1,0.12,1.70,8.28,-1142.55,583.81,1966.33,2.57,289
257,-5,0,-1.48,0.80,8.80,-992.12,716.33,419.05,2.56,289
256,-6,0,-1.14,2.12,9.27,-1407.59,82.38,1482.81,2.56,289
256,-6,1,-1.02,1.14,9.95,-1389.68,-168.34,46.56,2.56,289
255,-5,1,0.05,0.69,9.78,-1855.30,-616.05,1045.85,2.56,289
255,-5,3,1.08,0.89,9.46,-1830.23,-565.90,483.52,2.57,289
255,-5,4,0.83,-0.81,9.29,-1554.44,-336.68,-594.56,2.56,290
255,-4,5,0.26,-1.37,9.38,-1292.98,-429.80,-118.19,2.56,290
256,-4,5,-0.45,-0.46,9.20,-916.91,-533.67,-200.57,2.57,290
256,-4,6,-1.30,-1.19,9.57,-873.93,-777.22,25.07,2.57,290
255,-3,6,-0.71,-0.42,9.95,-1006.45,-1289.40,1042.26,2.56,290
254,-2,7,0.68,-0.34,10.04,-1006.45,-1479.23,992.12,2.56,290
254,-1,8,0.50,-1.99,10.22,-1038.68,-1332.38,623.21,2.56,290
253,-1,8,1.35,-1.72,10.22,-906.16,-1210.60,888.25,2.56,290
253,0,9,1.26,-1.94,9.87,-734.24,-838.11,508.60,2.56,290
253,0,9,1.15,-1.60,9.51,-515.76,-580.23,351.00,2.56,290
252,0,10,0.81,-1.46,9.53,-479.94,-526.50,863.18,2.56,290
252,0,10,1.15,-1.05,9.43,-419.05,-304.44,501.43,2.57,290
252,0,10,0.78,-2.13,10.04,-229.23,32.23,-440.54,2.56,290
252,0,10,1.02,-1.77,9.85,-415.47,10.74,719.91,2.57,290
252,0,10,1.00,-1.74,9.97,-311.60,232.81,204.15,2.56,290
253,0,10,0.80,-1.89,9.74,-143.27,583.81,-744.99,2.57,290
253,0,11,0.32,-2.07,9.42,-179.08,601.72,-376.07,2.56,290
253,0,11,-0.33,-2.30,9.15,-64.47,616.05,-687.68,2.56,290
254,0,11,-0.05,-2.31,9.23,-118.19,358.17,46.56,2.56,290
254,0,11,0.07,-2.17,9.20,-7.16,282.95,-7.16,2.57,290
254,0,11,0.09,-2.13,9.37,46.56,182.66,60.89,2.56,290
254,0,11,0.28,-1.93,9.45,75.21,139.68,78.80,2.57,290
254,0,11,0.24,-1.98,9.57,96.70,143.27,-139.68,2.57,290
254,0,11,-0.12,-2.24,9.39,211.32,161.17,-673.35,2.56,290
255,0,11,-0.53,-1.54,8.92,196.99,0.00,-608.88,2.56,290
255,0,10,-0.32,0.01,8.46,329.51,17.91,-2292.26,2.57,290
258,0,10,-1.98,-1.29,7.72,454.87,100.29,-4494.99,2.56,290
260,1,10,-1.78,-1.81,7.22,-78.80,-984.96,-2489.26,2.56,291
261,2,10,-0.65,-1.23,6.53,-96.70,-1812.32,-2113.18,2.56,291
263,4,10,0.85,-1.21,5.99,-25.07,-2267.19,-2693.41,2.56,291
265,5,10,3.07,-1.61,7.12,408.31,-2600.29,-3696.28,2.56,291
267,7,9,3.63,-0.88,6.75,211.32,-2840.26,-3001.43,2.56,291
269,10,9,3.95,-0.21,7.63,85.96,-2965.62,-3030.09,2.56,291
270,12,9,3.20,-0.58,7.81,-680.52,-3760.74,-1292.98,2.57,291
270,14,10,2.63,-0.08,7.06,-1568.77,-4659.74,-150.43,2.56,291
270,18,11,3.80,-0.18,7.65,-1916.19,-5261.46,-684.10,2.56,291
270,21,13,5.58,-1.59,6.73,-2747.13,-5977.79,121.78,2.56,291
270,25,16,9.42,-1.46,7.04,-3384.67,-6493.55,1719.20,2.57,291
269,28,18,10.55,-2.27,6.10,-3456.30,-5773.64,225.64,2.56,291
270,32,20,9.67,-3.40,6.40,-3255.73,-4874.64,-1848.14,2.56,291
271,35,23,10.97,-2.20,8.01,-3878.94,-5003.58,433.38,2.56,291
271,38,27,7.92,-1.31,8.00,-4566.62,-4036.53,-1457.74,2.56,291
273,40,30,7.70,-3.70,7.79,-5744.99,-4398.28,-1715.62,2.56,291
275,43,34,8.05,-4.28,6.89,-6389.68,-4416.19,-2152.58,2.56,291
279,47,38,7.57,-8.16,5.51,-6214.18,-4444.84,-4498.57,2.56,291
281,51,44,8.10,-6.96,5.28,-6697.71,-5333.09,-64.47,2.56,291
283,53,50,6.67,-5.88,5.27,-6318.05,-4992.84,-1794.41,2.56,291
285,55,58,5.89,-5.60,4.05,-6952.01,-5533.67,931.23,2.56,291
286,56,68,6.83,-5.49,3.07,-6898.28,-5207.74,-694.84,2.57,291
289,59,77,5.99,-6.15,1.74,-6515.04,-4946.27,-1558.02,2.56,291
291,59,84,6.12,-5.40,0.77,-6540.11,-5096.71,93.12,2.56,291
294,60,94,7.45,-3.22,0.99,-5533.67,-3750.00,-3481.38,2.56,291
299,62,102,6.86,-5.32,0.09,-5304.44,-3459.89,-2421.20,2.57,291
301,61,110,7.56,-5.14,-0.67,-5401.15,-3148.28,2277.94,2.57,292
301,59,113,7.91,-4.26,-1.46,-4620.34,-2123.93,2990.69,2.56,292
302,57,116,9.89,-5.53,-0.97,-3513.61,-787.97,3184.10,2.56,292
300,54,115,8.83,-7.89,-2.87,-2768.62,290.11,7747.13,2.56,292
297,50,113,7.56,-6.04,-3.25,-494.27,2080.95,7012.89,2.56,292
295,48,110,6.11,-5.19,-2.48,1421.92,3527.94,2256.45,2.56,292
295,47,105,6.03,-5.84,-2.75,1751.43,3846.70,3352.44,2.56,292
293,45,100,6.34,-5.38,-2.63,2152.58,4004.30,4086.68,2.56,292
292,43,97,7.30,-6.44,-2.34,2313.75,3968.48,4946.27,2.57,292
290,41,92,6.91,-6.13,-1.83,2811.60,4391.12,3434.81,2.56,292
288,38,88,7.19,-8.48,-2.05,2095.27,3825.21,6027.94,2.56,292
286,34,85,9.25,-7.95,-2.13,2503.58,4058.02,2141.83,2.56,292
286,33,83,7.93,-8.22,-0.88,856.02,3008.60,2489.26,2.57,292
286,32,82,5.43,-6.25,0.17,-501.43,2152.58,85.96,2.56,292
289,34,82,4.03,-5.23,0.39,-3090.97,279.37,-2417.62,2.56,292
292,35,86,6.46,-4.38,0.11,-5748.57,-1797.99,-3399.00,2.56,292
295,37,90,6.94,-6.60,-1.80,-7385.39,-2901.15,-3542.26,2.57,292
299,39,97,8.11,-7.18,-1.82,-7453.44,-2958.45,-2854.58,2.57,292
303,41,103,8.27,-6.84,-1.39,-6027.94,-2005.73,-3298.71,2.56,292
307,43,108,7.20,-7.26,-0.81,-4212.03,-766.48,-2593.12,2.56,292
310,44,110,5.80,-7.83,-1.26,-2356.73,308.02,-795.13,2.56,292
311,44,111,5.99,-7.85,-1.90,-447.71,1045.85,1783.67,2.56,292
311,43,109,5.76,-8.45,-2.51,1321.63,2020.06,1923.35,2.57,292
308,41,105,7.03,-7.45,-2.93,2636.10,2388.97,5100.29,2.56,292
305,38,102,7.89,-8.23,-3.31,3141.12,2532.23,5315.19,2.57,292
302,36,98,5.37,-8.83,-1.81,3037.25,2360.32,3989.97,2.57,292
299,33,96,4.45,-6.50,0.36,1400.43,755.73,3370.34,2.56,292
298,32,96,3.92,-5.79,0.98,-347.42,-243.55,1407.59,2.56,293
297,31,96,5.10,-6.16,0.32,-1873.21,-1078.08,999.28,2.56,293
297,30,98,7.05,-6.70,-0.31,-2625.36,-1239.26,555.16,2.57,293
297,30,100,9.20,-9.99,-1.81,-2962.03,447.71,1926.93,2.57,293
299,30,101,-11.33,-3.19,-5.23,-2825.93,2636.10,-308.02,2.57,293
301,31,103,4.99,-8.92,-4.32,-2754.30,-139.68,-1081.66,2.56,293
302,31,105,7.11,-6.52,-3.29,-2256.45,-3037.25,-673.35,2.56,293
303,32,107,4.12,-5.13,-2.93,-1737.11,386.82,-1780.09,2.57,293
306,33,108,3.98,-6.97,-2.27,-1765.76,247.13,-1518.62,2.56,293
308,34,109,2.36,-6.26,-1.87,-1242.84,204.15,-1439.83,2.56,293
308,34,110,3.43,-6.17,-1.36,-505.01,57.31,-333.09,2.56,293
309,35,110,2.88,-6.14,-1.64,734.24,637.54,-680.52,2.56,293
308,35,108,3.98,-6.54,-0.84,2292.26,1095.99,734.24,2.56,293
307,34,106,6.34,-11.01,-2.39,4183.38,1672.64,3581.66,2.56,293
303,32,101,5.54,-9.32,-2.83,6894.70,2976.36,4906.88,2.56,293
298,28,94,4.80,-9.51,-2.01,8459.89,3320.20,6232.09,2.56,293
292,23,87,4.23,-9.67,-3.22,9559.46,2639.68,8467.05,2.56,293
285,17,80,3.50,-10.78,-3.06,10637.54,1937.68,8613.90,2.57,293
280,13,74,2.12,-3.36,1.94,12457.02,2904.73,8950.57,2.56,293
275,7,67,9.90,-12.68,1.94,10365.33,2829.51,6128.22,2.56,293
271,2,59,-0.10,-7.36,7.35,9863.90,2811.60,8384.67,2.56,293
268,-1,55,-0.45,-8.79,4.59,7851.00,881.09,7188.40,2.56,293
263,-5,50,-1.04,-4.71,8.08,7940.54,-146.85,6593.84,2.56,293
263,-6,45,-6.56,-4.25,5.03,594.56,8861.03,-2027.22,2.56,293
264,-5,47,-3.37,-13.28,4.11,-1554.44,759.31,-103.87,2.56,293
264,-5,48,-0.55,-8.91,8.95,-1296.56,282.95,-422.64,2.56,293
265,-5,49,-2.30,-8.63,8.71,-2206.30,168.34,-1794.41,2.56,294
266,-3,51,-2.92,-8.42,8.06,-3957.74,-866.76,-2886.82,2.56,294
268,-1,55,0.21,-8.84,6.09,-5881.09,-2242.12,-3825.21,2.57,294
270,1,58,2.46,-10.25,4.43,-6887.54,-2768.62,-5823.78,2.57,294
273,5,63,3.17,-10.31,3.47,-7310.17,-3112.46,-6020.77,2.56,294
277,10,68,3.85,-9.12,2.69,-7159.74,-3098.14,-7371.06,2.56,294
305,40,92,4.08,-2.07,0.60,-5666.19,-4104.58,-6540.11,2.56,294
310,45,99,4.48,-3.71,-0.02,-4444.84,-3194.84,-8456.30,2.57,294
320,52,110,12.75,-10.50,-2.92,383.24,-3.58,2141.83,2.56,294
317,50,108,3.24,-6.58,-3.69,1801.58,1053.01,5967.05,2.56,294
310,45,102,6.16,-3.27,-1.66,1944.84,909.74,3463.47,2.56,294
309,44,101,5.51,-4.43,-0.75,512.18,741.40,1296.56,2.57,294
308,43,101,6.27,-6.14,-0.77,-616.05,429.80,755.73,2.56,294
309,44,101,6.91,-6.89,-1.16,-1278.65,372.49,-279.37,2.56,294
310,43,102,7.38,-6.73,-1.96,-1540.11,222.06,358.17,2.56,294
311,43,102,7.51,-6.72,-2.46,-1085.24,429.80,-265.04,2.56,294
312,43,103,7.77,-6.38,-2.51,-565.90,361.75,512.18,2.56,294
311,43,102,6.47,-6.49,-2.24,39.40,573.07,-128.94,2.56,294
311,43,102,6.34,-6.93,-1.88,383.24,308.02,744.99,2.56,294
310,43,101,6.58,-6.63,-1.53,673.35,71.63,1189.11,2.56,294
309,42,101,6.67,-6.56,-1.52,608.88,-171.92,1604.58,2.56,295
308,41,101,6.83,-6.42,-1.39,551.58,-232.81,1296.56,2.56,295
307,41,100,6.38,-6.40,-1.48,325.93,-229.23,659.03,2.56,295
307,40,100,6.74,-6.36,-1.43,46.56,-347.42,590.97,2.56,295
306,40,100,7.12,-6.47,-1.46,-89.54,-214.90,50.14,2.57,295
306,40,101,6.83,-6.44,-1.61,-125.36,-50.14,-304.44,2.56,295
307,40,101,6.38,-6.74,-1.53,-132.52,64.47,-426.22,2.56,295
307,40,101,6.04,-7.25,-1.93,-71.63,-10.74,-7.16,2.57,295
307,40,101,6.22,-7.16,-1.65,136.10,-111.03,272.21,2.56,295
306,40,101,5.88,-7.05,-1.99,143.27,-290.11,1303.72,2.57,295
305,39,101,6.38,-7.83,-2.00,376.07,-451.29,1819.48,2.56,295
303,37,100,6.20,-6.80,-2.18,684.10,-487.11,2145.42,2.56,295
302,36,100,5.67,-7.08,-2.01,1049.43,-329.51,995.70,2.56,295
300,35,99,5.68,-7.43,-1.58,838.11,-680.52,1651.15,2.56,295
298,34,99,5.82,-6.60,-1.06,999.28,-648.28,544.41,2.56,295
298,35,99,5.54,-6.75,-0.54,809.46,-419.05,-680.52,2.56,295
298,35,99,6.41,-6.54,0.00,386.82,-419.05,-1106.73,2.56,295
298,36,99,5.79,-7.33,-1.25,114.61,-243.55,-1328.80,2.57,295
299,36,99,6.28,-7.00,-1.42,-14.33,-89.54,-1468.48,2.56,295
300,37,99,6.64,-7.06,-1.83,-89.54,139.68,-1053.01,2.56,295
300,38,99,6.17,-7.31,-1.88,-232.81,125.36,139.68,2.56,295
300,38,99,6.12,-6.98,-1.71,-64.47,157.59,-128.94,2.57,295
301,38,99,6.32,-7.38,-2.09,64.47,376.07,-383.24,2.57,295
301,38,99,6.06,-6.94,-1.49,171.92,311.60,-161.17,2.56,295
301,38,99,5.63,-7.02,-1.42,89.54,82.38,354.58,2.57,295
301,38,99,5.67,-7.12,-1.59,-28.65,-196.99,845.27,2.56,295
300,38,99,5.69,-7.19,-1.25,211.32,-247.13,-103.87,2.57,295
300,38,99,6.21,-7.31,-1.50,272.21,-393.98,-150.43,2.56,296
300,38,99,6.43,-7.09,-1.32,444.13,-318.77,-487.11,2.56,296
300,38,99,6.09,-6.88,-1.25,318.77,-365.33,336.68,2.56,296
299,38,99,6.88,-6.89,-1.22,297.28,-322.35,415.47,2.57,296
299,38,99,6.32,-6.66,-0.97,247.13,28.65,-175.50,2.56,296
299,38,99,6.02,-7.35,-1.22,-64.47,161.17,128.94,2.56,296
299,38,98,6.13,-7.19,-1.29,25.07,286.53,-257.88,2.57,296
299,38,98,6.26,-6.94,-0.99,-50.14,300.86,-10.74,2.57,296
299,38,98,6.25,-7.00,-1.19,-146.85,393.98,35.82,2.56,296
300,38,98,6.24,-7.37,-1.62,-114.61,526.50,-146.85,2.56,296
300,38,98,5.95,-7.06,-1.30,-71.63,544.41,-118.19,2.57,296
301,38,98,5.95,-7.10,-1.31,-71.63,419.05,182.66,2.57,296
301,38,98,5.91,-7.42,-1.37,-32.23,282.95,265.04,2.56,296
301,38,98,5.98,-6.96,-1.15,42.98,139.68,222.06,2.57,296
301,38,97,5.93,-7.14,-1.32,42.98,71.63,68.05,2.56,296
300,38,98,6.06,-6.58,-1.21,35.82,-175.50,225.64,2.57,296
300,38,98,6.15,-5.97,-2.35,-96.70,-447.71,218.48,2.57,296
300,37,98,9.93,-5.57,-4.04,-941.98,-1318.05,1242.84,2.56,296
300,38,100,10.03,-2.38,-4.80,-877.51,-752.15,-3689.11,2.56,296
305,42,102,8.83,-0.54,-4.99,-2145.42,-1282.23,-8202.01,2.56,296
313,49,107,7.46,0.95,-4.31,-3681.95,-2177.65,-12693.41,2.56,296
324,57,118,8.75,-3.12,-1.48,-4104.58,-3202.01,-15035.82,2.57,296
333,63,129,14.74,-7.83,3.72,-2983.52,-3180.52,-14043.70,2.56,296
343,67,148,18.98,-9.11,7.15,-1070.92,-1031.52,-12729.23,2.56,296
350,71,164,21.52,-13.52,9.07,2080.95,3434.81,-8921.92,2.56,296
351,75,171,23.68,-17.10,7.43,6257.16,9466.33,-5830.95,2.57,296
348,83,-179,20.65,-19.34,-1.36,9806.59,14222.78,-2775.79,2.56,297
337,84,2,16.71,-18.79,-9.32,15028.65,17979.94,7320.92,2.56,297
317,68,28,11.19,-13.35,-18.93,21525.79,16719.20,21203.44,2.56,297
298,56,28,9.69,-8.33,-23.32,29305.16,11640.40,22349.57,2.56,297
273,44,21,9.32,0.71,-22.81,31851.72,6020.77,25472.78,2.57,297
247,38,14,6.07,-1.96,-16.44,31074.50,-2671.92,23724.93,2.56,297
224,41,8,10.47,0.86,-5.97,25888.25,-10927.65,24129.66,2.57,297
211,45,7,23.37,3.07,18.40,4419.77,-12865.33,7106.02,2.57,297
202,50,11,14.53,3.02,5.20,5798.71,-7345.99,7711.32,2.56,297
198,53,12,7.48,0.41,3.62,2252.87,-2596.70,68.05,2.56,297
198,54,12,4.63,0.93,5.18,-1056.59,-1472.06,981.38,2.56,297
198,54,14,8.01,-6.14,3.60,-2439.11,-719.91,-533.67,2.57,297
200,55,14,8.77,-3.07,3.22,-1783.67,154.01,-2138.25,2.56,297
201,54,14,9.40,-3.36,3.06,-1862.46,404.73,268.62,2.56,297
202,54,14,7.28,-3.01,3.17,-1006.45,1020.77,-687.68,2.56,297
202,54,15,7.89,-2.23,3.63,-737.82,759.31,648.28,2.57,297
202,53,16,8.87,-2.17,3.98,-465.62,830.95,1171.20,2.56,297
201,52,17,8.21,-1.10,5.06,-254.30,895.42,1862.46,2.56,297
200,51,19,7.19,-2.10,5.33,-311.60,787.97,2310.17,2.56,297
199,50,20,7.34,-1.75,5.49,-483.52,465.62,2671.92,2.57,297
197,49,22,7.77,-1.03,5.29,-637.54,354.58,2772.21,2.56,297
196,48,25,8.25,-1.08,5.23,-1081.66,308.02,3338.11,2.56,297
194,47,28,8.73,-1.63,5.90,-1386.10,555.16,3553.01,2.56,297
193,46,29,7.36,-4.17,5.78,-902.58,1633.24,368.91,2.56,297
193,45,30,5.58,-2.75,6.50,-909.74,1679.80,1300.14,2.56,297
193,43,30,5.28,-2.60,6.89,-755.73,2030.80,698.42,2.56,297
194,42,30,4.06,-4.65,7.19,-465.62,2328.08,-780.80,2.56,297
195,41,30,4.15,-5.53,7.14,-676.93,1819.48,2439.11,2.56,298
193,39,32,6.19,-5.00,6.79,-644.70,1558.02,4305.16,2.56,298
192,36,33,4.12,-3.94,7.13,3.58,2188.40,2668.34,2.56,298
189,34,34,3.50,-2.43,7.91,-526.50,1758.60,4906.88,2.56,298
187,32,35,4.92,-3.08,7.57,-949.14,1683.38,4623.93,2.56,298
186,29,36,4.83,-4.21,7.33,-637.54,2338.83,1242.84,2.56,298
187,28,36,6.06,-6.73,7.11,-637.54,2793.70,-551.58,2.56,298
188,27,36,5.38,-6.56,6.77,-358.17,3198.42,-164.76,2.57,298
188,25,36,4.76,-6.04,5.82,-211.32,3416.91,977.79,2.56,298
189,23,35,4.12,-4.90,6.22,-128.94,3538.68,1540.11,2.57,298
188,20,36,3.26,-4.83,6.50,-372.49,2994.27,1934.10,2.56,298
188,18,36,2.65,-3.96,7.45,-254.30,2822.35,393.98,2.57,298
189,17,35,2.97,-5.03,7.75,-272.21,3012.18,-1060.17,2.56,298
190,16,35,2.31,-6.09,8.11,-494.27,2897.56,-730.66,2.57,298
191,14,35,2.14,-5.74,7.94,-662.61,2120.34,590.97,2.56,298
191,13,36,2.13,-4.96,8.11,-583.81,1769.34,132.52,2.57,298
192,12,36,2.62,-5.81,8.07,-569.48,2267.19,-1095.99,2.56,298
193,12,36,2.13,-6.36,7.73,-598.14,1837.39,-558.74,2.56,298
193,11,36,2.35,-6.32,7.91,-590.97,1095.99,630.37,2.56,298
193,10,36,2.55,-6.04,8.29,-372.49,691.26,139.68,2.56,298
193,10,36,2.00,-6.33,8.60,14.33,533.67,-1010.03,2.56,298
194,10,36,1.22,-4.81,8.21,-85.96,-204.15,-64.47,2.57,298
194,11,36,1.31,-3.45,8.32,-222.06,-805.87,-179.08,2.56,298
193,11,37,1.95,-4.46,7.64,-623.21,-1153.30,211.32,2.56,298
193,12,37,1.93,-5.38,6.41,-941.98,-1762.18,1479.23,2.56,298
191,12,38,3.06,-6.70,5.89,-941.98,-1955.59,1744.27,2.56,298
183,13,42,2.18,-6.38,6.52,-608.88,-2138.25,1633.24,2.56,299
181,13,43,2.47,-7.18,6.36,-540.83,-2152.58,1504.30,2.57,299
170,12,47,2.67,-6.54,6.36,-512.18,-2055.87,2539.40,2.56,299
168,12,48,2.48,-7.15,6.33,-372.49,-1676.22,2120.34,2.57,299
167,12,49,2.49,-7.03,6.53,14.33,-1135.39,616.05,2.56,299
167,12,48,1.90,-6.78,6.55,214.90,-780.80,78.80,2.56,299
166,12,49,1.48,-6.96,6.41,161.17,-820.20,988.54,2.57,299
165,12,49,1.49,-6.65,6.39,168.34,-805.87,1332.38,2.57,299
164,12,49,1.58,-6.75,6.34,161.17,-823.78,1686.96,2.57,299
163,11,49,1.84,-7.21,6.41,275.79,-716.33,1640.40,2.56,299
162,11,49,2.02,-7.05,6.30,512.18,-393.98,1017.19,2.56,299
161,10,48,1.80,-6.93,6.31,612.46,-222.06,913.32,2.56,299
160,10,48,1.95,-6.75,6.47,633.95,-96.70,1006.45,2.57,299
160,10,48,1.77,-6.34,6.54,648.28,132.52,830.95,2.56,299
159,9,47,1.48,-6.45,6.65,590.97,275.79,684.10,2.57,299
159,9,47,1.63,-7.13,6.58,598.14,483.52,232.81,2.56,299
159,8,46,1.46,-7.12,6.56,558.74,519.34,501.43,2.57,299
159,8,46,1.12,-6.74,6.54,458.45,419.05,999.28,2.56,299
158,7,46,1.35,-6.66,6.74,515.76,519.34,300.86,2.57,299
158,7,46,0.97,-6.19,6.71,411.89,447.71,390.40,2.56,300
158,7,45,0.83,-6.62,6.73,243.55,275.79,519.34,2.56,300
158,6,45,0.92,-7.51,6.86,347.42,365.33,-243.55,2.57,300
158,6,45,0.85,-7.19,6.72,293.70,136.10,232.81,2.57,300
158,6,45,1.08,-6.54,6.88,100.29,-154.01,1282.23,2.56,300
157,6,45,1.25,-6.40,7.07,17.91,-146.85,956.30,2.56,300
157,5,45,0.92,-5.79,6.91,-17.91,10.74,-28.65,2.56,300
157,5,45,0.74,-6.15,6.62,-282.95,-107.45,50.14,2.57,300
157,5,45,0.97,-7.00,6.31,-358.17,-171.92,-21.49,2.56,300
157,6,45,0.83,-7.34,6.29,-222.06,-196.99,-368.91,2.56,300
157,6,45,0.65,-7.15,6.35,-35.82,-293.70,-533.67,2.56,300
157,6,46,0.52,-7.13,6.51,42.98,-540.83,57.31,2.56,300
156,6,46,0.60,-6.41,6.62,10.74,-748.57,687.68,2.56,300
156,6,46,0.86,-6.22,6.77,-3.58,-813.04,723.50,2.56,300
155,6,46,1.26,-6.66,6.71,96.70,-590.97,-96.70,2.56,300
155,6,46,1.44,-7.25,6.54,100.29,-558.74,218.48,2.57,300
155,6,46,1.41,-7.25,6.56,175.50,-623.21,676.93,2.56,300
154,6,46,1.47,-6.22,6.85,157.59,-594.56,1296.56,2.56,300
153,6,46,1.26,-6.06,7.04,46.56,-433.38,1002.87,2.56,300
152,6,46,0.80,-6.39,7.13,35.82,-182.66,-146.85,2.56,300
153,6,46,0.67,-6.60,6.88,7.16,-103.87,-343.84,2.56,300
152,6,46,0.91,-7.15,6.84,-161.17,-232.81,401.15,2.56,300
152,6,46,1.28,-7.22,6.85,-53.72,-154.01,243.55,2.57,300
152,6,46,1.16,-6.94,6.77,85.96,-10.74,68.05,2.57,300
152,6,46,1.06,-6.06,6.54,35.82,10.74,440.54,2.56,300
152,6,46,0.64,-5.65,6.65,46.56,121.78,-35.82,2.56,300
152,6,46,0.45,-6.06,6.75,-3.58,222.06,-651.86,2.56,300
153,6,46,-0.06,-7.63,6.51,136.10,257.88,-1264.33,2.57,301
153,7,46,0.24,-7.84,6.48,318.77,132.52,-1056.59,2.56,301
153,6,45,0.06,-7.86,6.54,404.73,-340.26,859.60,2.56,301
152,6,45,0.38,-7.38,6.72,770.06,-329.51,121.78,2.56,301
153,6,45,0.60,-6.19,6.80,834.53,-290.11,-318.77,2.56,301
152,6,44,0.31,-6.35,6.92,533.67,-619.63,920.49,2.57,301
151,6,44,0.34,-6.65,7.19,512.18,-705.59,723.50,2.56,301
151,6,44,0.86,-7.21,7.37,823.78,-562.32,-594.56,2.56,301
151,7,43,0.44,-7.15,6.94,863.18,-1035.10,662.61,2.57,301
150,7,43,0.48,-6.33,6.57,841.69,-1407.59,1629.66,2.56,301
148,7,43,0.35,-6.26,6.69,949.14,-1629.66,1386.10,2.56,301
147,7,42,0.03,-6.62,6.74,1260.74,-1658.31,290.11,2.57,301
147,8,41,0.27,-6.90,6.03,1350.29,-1952.01,1024.36,2.56,301
145,8,41,1.34,-6.62,5.97,1285.82,-2317.34,2453.44,2.56,301
142,8,40,1.93,-6.25,6.14,1242.84,-2525.07,3660.46,2.56,301
138,7,40,1.40,-6.70,6.02,1035.10,-2682.66,5128.94,2.56,301
133,6,40,-0.14,-7.88,5.14,429.80,-3592.41,9480.66,2.56,301
125,3,41,0.78,-8.70,5.73,204.15,-4631.09,13413.32,2.56,301
112,0,41,1.86,-9.54,6.02,-286.53,-5766.48,17564.47,2.56,301
99,-5,40,3.97,-8.74,5.90,132.52,-5716.33,17260.03,2.56,301
90,-8,39,3.32,-5.53,6.14,1314.47,-4337.39,12811.60,2.56,301
81,-11,37,1.82,-4.66,7.08,1529.37,-3778.65,11586.68,2.57,301
73,-13,34,0.37,-3.28,7.78,1722.78,-3090.97,9484.24,2.56,301
68,-15,31,-1.46,-2.48,8.91,1815.90,-2374.64,5959.89,2.56,301
66,-15,30,-2.77,-2.36,9.69,1529.37,-1955.59,3277.22,2.56,301
64,-15,28,-3.81,-4.83,9.54,1504.30,-1593.84,641.12,2.56,301
65,-14,28,-24.39,-21.23,-27.33,-9527.22,13785.82,-11346.71,2.57,302
67,-12,28,6.45,-9.98,12.45,-866.76,-1393.27,-325.93,2.56,302
65,-13,28,-1.45,-10.53,9.04,-383.24,-494.27,5934.81,2.56,302
60,-15,27,-1.47,-5.68,8.46,-25.07,-777.22,8169.77,2.56,302
53,-17,25,-1.61,-2.68,7.92,-175.50,-945.56,9849.57,2.56,302
48,-19,24,-2.92,-2.02,8.34,-111.03,-472.78,6780.09,2.56,302
44,-20,23,-3.62,-2.68,7.54,96.70,-111.03,3227.08,2.56,302
42,-21,22,-2.86,-2.10,7.94,-136.10,-236.39,2890.40,2.56,302
39,-21,22,-2.48,-2.80,8.06,-214.90,-390.40,2521.49,2.56,302
38,-21,21,-3.34,-4.31,8.02,-103.87,-358.17,1697.71,2.56,302
35,-22,21,-3.28,-3.89,8.57,-322.35,-1045.85,4000.72,2.56,302
34,-22,20,-3.48,-3.67,8.46,111.03,-949.14,2227.79,2.56,302
32,-22,19,-3.62,-2.70,8.38,143.27,-1174.79,2593.12,2.56,302
30,-21,18,-3.60,-2.31,8.39,-28.65,-1482.81,2754.30,2.56,302
28,-21,17,-3.41,-1.06,8.36,-28.65,-1561.60,1837.39,2.56,302
27,-20,17,-3.37,-1.71,8.08,-50.14,-1411.17,-71.63,2.57,302
27,-19,17,-2.95,-2.31,8.38,-254.30,-1633.24,32.23,2.57,302
27,-18,17,-2.99,-2.52,8.56,-93.12,-1482.81,-1550.86,2.56,302
29,-17,18,-2.26,-2.93,8.50,297.28,-1146.13,-3896.85,2.56,302
31,-15,18,-2.16,-3.68,8.67,358.17,-1160.46,-3846.70,2.56,302
