Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1624580081,12-04-2016,8163,5.31,5.31,0.00,0.00,0.00,5.31,0.00,0,0,146,1294,1432
1624580081,13-04-2016,7007,4.55,4.55,0.00,0.00,0.00,4.55,0.00,0,0,148,1292,1411
1624580081,14-04-2016,9107,5.92,5.92,0.00,0.00,0.00,5.91,0.01,0,0,236,1204,1572
1624580081,15-04-2016,1510,0.98,0.98,0.00,0.00,0.00,0.97,0.00,0,0,96,1344,1344
1624580081,16-04-2016,5370,3.49,3.49,0.00,0.00,0.00,3.49,0.00,0,0,176,1264,1463
1624580081,17-04-2016,6175,4.06,4.06,0.00,1.03,1.52,1.49,0.01,15,22,127,1276,1554
1624580081,18-04-2016,10536,7.41,7.41,0.00,2.15,0.62,4.62,0.01,17,7,202,1214,1604
1624580081,19-04-2016,2916,1.90,1.90,0.00,0.00,0.00,1.90,0.00,0,0,141,1299,1435
1624580081,20-04-2016,4974,3.23,3.23,0.00,0.00,0.00,3.23,0.00,0,0,151,1289,1446
1624580081,21-04-2016,6349,4.13,4.13,0.00,0.00,0.00,4.11,0.02,0,0,186,1254,1467
1624580081,22-04-2016,4026,2.62,2.62,0.00,0.00,0.00,2.60,0.00,0,0,199,1241,1470
1624580081,23-04-2016,8538,5.55,5.55,0.00,0.00,0.00,5.54,0.01,0,0,227,1213,1562
1624580081,24-04-2016,6076,3.95,3.95,0.00,1.15,0.91,1.89,0.00,16,18,185,1221,1617
1624580081,25-04-2016,6497,4.22,4.22,0.00,0.00,0.00,4.20,0.02,0,0,202,1238,1492
1624580081,26-04-2016,2826,1.84,1.84,0.00,0.00,0.00,1.83,0.01,0,0,140,1300,1402
1624580081,27-04-2016,8367,5.44,5.44,0.00,1.11,1.87,2.46,0.00,17,36,154,1233,1670
1624580081,28-04-2016,2759,1.79,1.79,0.00,0.00,0.20,1.60,0.00,0,5,115,1320,1401
1624580081,29-04-2016,2390,1.55,1.55,0.00,0.00,0.00,1.55,0.00,0,0,150,1290,1404
1624580081,30-04-2016,6474,4.30,4.30,0.00,0.90,1.28,2.12,0.01,11,23,224,1182,1655
1624580081,01-05-2016,36019,28.03,28.03,0.00,21.92,4.19,1.91,0.02,186,63,171,1020,2690
1624580081,02-05-2016,7155,4.93,4.93,0.00,0.86,0.59,3.47,0.00,7,6,166,1261,1497
1624580081,03-05-2016,2100,1.37,1.37,0.00,0.00,0.00,1.34,0.02,0,0,96,1344,1334
1624580081,04-05-2016,2193,1.43,1.43,0.00,0.00,0.00,1.42,0.00,0,0,118,1322,1368
1624580081,05-05-2016,2470,1.61,1.61,0.00,0.00,0.00,1.58,0.02,0,0,117,1323,1370
1624580081,06-05-2016,1727,1.12,1.12,0.00,0.00,0.00,1.12,0.01,0,0,102,1338,1341
1624580081,07-05-2016,2104,1.37,1.37,0.00,0.00,0.00,1.37,0.00,0,0,182,1258,1474
1624580081,08-05-2016,3427,2.23,2.23,0.00,0.00,0.00,2.22,0.00,0,0,152,1288,1427
1624580081,09-05-2016,1732,1.13,1.13,0.00,0.00,0.00,1.13,0.00,0,0,91,1349,1328
1624580081,10-05-2016,2969,1.93,1.93,0.00,0.00,0.00,1.92,0.01,0,0,139,1301,1393
1624580081,11-05-2016,3134,2.04,2.04,0.00,0.00,0.00,2.04,0.00,0,0,112,1328,1359
1624580081,12-05-2016,2971,1.93,1.93,0.00,0.00,0.00,1.92,0.01,0,0,107,890,1002
1644430081,12-04-2016,10694,7.77,7.77,0.00,0.14,2.30,5.33,0.00,2,51,256,1131,3199
1644430081,13-04-2016,8001,5.82,5.82,0.00,2.28,0.90,2.64,0.00,30,16,135,1259,2902
1644430081,14-04-2016,11037,8.02,8.02,0.00,0.36,2.56,5.10,0.00,5,58,252,1125,3226
1644430081,15-04-2016,5263,3.83,3.83,0.00,0.22,0.15,3.45,0.00,3,4,170,1263,2750
1644430081,16-04-2016,15300,11.12,11.12,0.00,4.10,1.88,5.09,0.00,51,42,212,1135,3493
1644430081,17-04-2016,8757,6.37,6.37,0.00,2.25,0.57,3.55,0.00,29,13,186,1212,3011
1644430081,18-04-2016,7132,5.19,5.19,0.00,1.07,1.67,2.45,0.00,15,33,121,1271,2806
1644430081,19-04-2016,11256,8.18,8.18,0.00,0.36,2.53,5.30,0.00,5,58,278,1099,3300
1644430081,20-04-2016,2436,1.77,1.77,0.00,0.00,0.00,1.76,0.01,0,0,125,1315,2430
1644430081,21-04-2016,1223,0.89,0.89,0.00,0.00,0.00,0.88,0.01,0,0,38,1402,2140
1644430081,22-04-2016,3673,2.67,2.67,0.00,0.00,0.00,2.66,0.01,0,0,86,1354,2344
1644430081,23-04-2016,6637,4.83,4.83,0.00,0.00,0.58,4.25,0.00,0,15,160,1265,2677
1644430081,24-04-2016,3321,2.41,2.41,0.00,0.00,0.00,2.41,0.00,0,0,89,1351,2413
1644430081,25-04-2016,3580,2.60,2.60,0.00,0.59,0.06,1.95,0.00,8,1,94,1337,2497
1644430081,26-04-2016,9919,7.21,7.21,0.00,0.80,1.72,4.69,0.00,11,41,223,1165,3123
1644430081,27-04-2016,3032,2.20,2.20,0.00,0.00,0.00,2.20,0.00,0,0,118,1322,2489
1644430081,28-04-2016,9405,6.84,6.84,0.00,0.20,2.32,4.31,0.00,3,53,227,1157,3108
1644430081,29-04-2016,3176,2.31,2.31,0.00,0.00,0.00,2.31,0.00,0,0,120,1193,2498
1644430081,30-04-2016,18213,13.24,13.24,0.00,0.63,3.14,9.46,0.00,9,71,402,816,3846
1644430081,01-05-2016,6132,4.46,4.46,0.00,0.24,0.99,3.23,0.00,3,24,146,908,2696
1644430081,02-05-2016,3758,2.73,2.73,0.00,0.07,0.31,2.35,0.00,1,7,148,682,2580
1644430081,03-05-2016,12850,9.34,9.34,0.00,0.72,4.09,4.54,0.00,10,94,221,1115,3324
1644430081,04-05-2016,2309,1.68,1.68,0.00,0.00,0.00,1.66,0.02,0,0,52,1388,2222
1644430081,05-05-2016,4363,3.19,3.19,0.00,0.52,0.54,2.13,0.01,6,12,81,1341,2463
1644430081,06-05-2016,9787,7.12,7.12,0.00,0.82,0.27,6.01,0.02,11,6,369,1054,3328
1644430081,07-05-2016,13372,9.72,9.72,0.00,3.26,0.79,5.67,0.01,41,17,243,1139,3404
1644430081,08-05-2016,6724,4.89,4.89,0.00,0.00,0.00,4.88,0.00,0,0,295,991,2987
1644430081,09-05-2016,6643,4.83,4.83,0.00,2.39,0.35,2.09,0.01,32,6,303,1099,3008
1644430081,10-05-2016,9167,6.66,6.66,0.00,0.88,0.81,4.97,0.01,12,19,155,1254,2799
1644430081,11-05-2016,1329,0.97,0.97,0.00,0.00,0.00,0.95,0.01,0,0,49,713,1276
1844505072,12-04-2016,6697,4.43,4.43,0.00,0.00,0.00,4.43,0.00,0,0,339,1101,2030
1844505072,13-04-2016,4929,3.26,3.26,0.00,0.00,0.00,3.26,0.00,0,0,248,1192,1860
1844505072,14-04-2016,7937,5.25,5.25,0.00,0.00,0.00,5.23,0.00,0,0,373,843,2130
1844505072,15-04-2016,3844,2.54,2.54,0.00,0.00,0.00,2.54,0.00,0,0,176,527,1725
1844505072,16-04-2016,3414,2.26,2.26,0.00,0.00,0.00,2.26,0.00,0,0,147,1293,1657
1844505072,17-04-2016,4525,2.99,2.99,0.00,0.14,0.26,2.59,0.00,2,8,199,1231,1793
1844505072,18-04-2016,4597,3.04,3.04,0.00,0.00,0.48,2.56,0.00,0,12,217,1211,1814
1844505072,19-04-2016,197,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0,0,10,1430,1366
1844505072,20-04-2016,8,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,1,1439,1349
1844505072,21-04-2016,8054,5.32,5.32,0.00,0.12,0.52,4.68,0.00,2,13,308,1117,2062
1844505072,22-04-2016,5372,3.55,3.55,0.00,0.00,0.00,3.55,0.00,0,0,220,1220,1827
1844505072,23-04-2016,3570,2.36,2.36,0.00,0.00,0.00,2.36,0.00,0,0,139,1301,1645
1844505072,24-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,25-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,26-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,27-04-2016,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,1439,1348
1844505072,28-04-2016,6907,4.57,4.57,0.00,0.00,0.00,4.56,0.00,0,0,302,1138,1992
1844505072,29-04-2016,4920,3.25,3.25,0.00,0.00,0.00,3.25,0.00,0,0,247,1082,1856
1844505072,30-04-2016,4014,2.67,2.67,0.00,0.00,0.00,2.65,0.00,0,0,184,218,1763
1844505072,01-05-2016,2573,1.70,1.70,0.00,0.00,0.26,1.45,0.00,0,7,75,585,1541
1844505072,02-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1348
1844505072,03-05-2016,4059,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,184,1256,1742
1844505072,04-05-2016,2080,1.37,1.37,0.00,0.00,0.00,1.37,0.00,0,0,87,1353,1549
1844505072,05-05-2016,2237,1.48,1.48,0.00,0.00,0.00,1.48,0.00,0,0,120,1320,1589
1844505072,06-05-2016,44,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0,0,2,1438,1351
1844505072,07-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,08-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,09-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,10-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,11-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,12-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,711,665
1927972279,12-04-2016,678,0.47,0.47,0.00,0.00,0.00,0.47,0.00,0,0,55,734,2220
1927972279,13-04-2016,356,0.25,0.25,0.00,0.00,0.00,0.25,0.00,0,0,32,986,2151
1927972279,14-04-2016,2163,1.50,1.50,0.00,0.00,0.40,1.10,0.00,0,9,88,1292,2383
1927972279,15-04-2016,980,0.68,0.68,0.00,0.00,0.00,0.68,0.00,0,0,51,941,2221
1927972279,16-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,17-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,18-04-2016,244,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0,0,17,1423,2111
1927972279,19-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,20-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,21-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,22-04-2016,149,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0,0,10,1430,2093
1927972279,23-04-2016,2945,2.04,2.04,0.00,0.00,0.00,2.04,0.00,0,0,145,1295,2499
1927972279,24-04-2016,2090,1.45,1.45,0.00,0.07,0.24,1.14,0.00,1,6,75,1358,2324
1927972279,25-04-2016,152,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0,0,12,1303,2100
1927972279,26-04-2016,3761,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,192,1058,2638
1927972279,27-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,28-04-2016,1675,1.16,1.16,0.00,0.00,0.00,1.16,0.00,0,0,95,1167,2351
1927972279,29-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,30-04-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,01-05-2016,2704,1.87,1.87,0.00,1.01,0.03,0.83,0.00,14,1,70,1355,2411
1927972279,02-05-2016,3790,2.62,2.62,0.00,1.16,0.30,1.16,0.00,16,8,94,1322,2505
1927972279,03-05-2016,1326,0.92,0.92,0.00,0.73,0.00,0.18,0.00,10,0,17,1413,2195
1927972279,04-05-2016,1786,1.24,1.24,0.00,0.00,0.00,1.24,0.00,0,0,87,1353,2338
1927972279,05-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,06-05-2016,2091,1.45,1.45,0.00,0.00,0.00,1.45,0.00,0,0,108,1332,2383
1927972279,07-05-2016,1510,1.04,1.04,0.00,0.00,0.00,1.04,0.00,0,0,48,1392,2229
1927972279,08-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,09-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,10-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,11-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,12-05-2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,966,1383
2022484408,12-04-2016,11875,8.34,8.34,0.00,3.31,0.77,4.26,0.00,42,14,227,1157,2390
2022484408,13-04-2016,12024,8.50,8.50,0.00,2.99,0.10,5.41,0.00,43,5,292,1100,2601
2022484408,14-04-2016,10690,7.50,7.50,0.00,2.48,0.21,4.82,0.00,32,3,257,1148,2312
2022484408,15-04-2016,11034,8.03,8.03,0.00,1.94,0.31,5.78,0.00,27,9,282,1122,2525
2022484408,16-04-2016,10100,7.09,7.09,0.00,3.15,0.55,3.39,0.00,41,11,151,1237,2177
2022484408,17-04-2016,15112,11.40,11.40,0.00,3.87,0.66,6.88,0.00,28,29,331,1052,2782
2022484408,18-04-2016,14131,10.07,10.07,0.00,3.64,0.12,6.30,0.00,48,3,311,1078,2770
2022484408,19-04-2016,11548,8.53,8.53,0.00,3.29,0.24,5.00,0.00,31,7,250,1152,2489
2022484408,20-04-2016,15112,10.67,10.67,0.00,3.34,1.93,5.40,0.00,48,63,276,1053,2897
2022484408,21-04-2016,12453,8.74,8.74,0.00,3.33,1.11,4.31,0.00,104,53,255,1028,3158
2022484408,22-04-2016,12954,9.33,9.33,0.00,4.43,0.42,4.47,0.00,52,10,273,1105,2638
2022484408,23-04-2016,6001,4.21,4.21,0.00,0.00,0.00,4.21,0.00,0,0,249,1191,2069
2022484408,24-04-2016,13481,10.28,10.28,0.00,4.55,1.15,4.58,0.00,37,26,216,1161,2529
2022484408,25-04-2016,11369,8.01,8.01,0.00,3.33,0.22,4.46,0.00,44,8,217,1171,2470
2022484408,26-04-2016,10119,7.19,7.19,0.00,1.43,0.66,5.11,0.00,55,24,275,1086,2793
2022484408,27-04-2016,10159,7.13,7.13,0.00,1.04,0.97,5.12,0.00,19,20,282,1119,2463
2022484408,28-04-2016,10140,7.12,7.12,0.00,0.41,1.33,5.39,0.00,6,20,291,1123,2296
2022484408,29-04-2016,10245,7.19,7.19,0.00,0.48,1.21,5.50,0.00,21,40,281,1098,2611
2022484408,30-04-2016,18387,12.91,12.91,0.00,0.94,1.40,10.57,0.00,13,23,361,1043,2732
2022484408,01-05-2016,10538,7.40,7.40,0.00,1.94,0.96,4.50,0.00,25,28,245,1142,2380
2022484408,02-05-2016,10379,7.29,7.29,0.00,2.61,0.34,4.33,0.00,36,8,277,1119,2473
2022484408,03-05-2016,12183,8.74,8.74,0.00,3.99,0.46,4.28,0.00,72,14,250,1104,2752
2022484408,04-05-2016,11768,8.29,8.29,0.00,2.51,0.93,4.85,0.00,36,27,272,1105,2649
2022484408,05-05-2016,11895,8.35,8.35,0.00,2.79,0.86,4.70,0.00,55,20,253,1112,2609
2022484408,06-05-2016,10227,7.18,7.18,0.00,1.87,0.67,4.64,0.00,24,17,295,1104,2498
2022484408,07-05-2016,6708,4.71,4.71,0.00,1.61,0.08,3.02,0.00,20,2,149,1269,1995
2022484408,08-05-2016,3292,2.31,2.31,0.00,0.00,0.00,2.31,0.00,0,0,135,1305,1848
2022484408,09-05-2016,13379,9.39,9.39,0.00,2.12,1.63,5.64,0.00,35,47,297,1061,2709
2022484408,10-05-2016,12798,8.98,8.98,0.00,2.22,1.21,5.56,0.00,57,28,271,1084,2797
2022484408,11-05-2016,13272,9.32,9.32,0.00,4.18,1.15,3.99,0.00,58,25,224,1133,2544
2022484408,12-05-2016,9117,6.41,6.41,0.00,1.28,0.67,4.44,0.00,16,16,236,728,1853
2026352035,12-04-2016,4414,2.74,2.74,0.00,0.19,0.35,2.20,0.00,3,8,181,706,1459
2026352035,13-04-2016,4993,3.10,3.10,0.00,0.00,0.00,3.10,0.00,0,0,238,663,1521
2026352035,14-04-2016,3335,2.07,2.07,0.00,0.00,0.00,2.05,0.00,0,0,197,653,1431
2026352035,15-04-2016,3821,2.37,2.37,0.00,0.00,0.00,2.37,0.00,0,0,188,687,1444
2026352035,16-04-2016,2547,1.58,1.58,0.00,0.00,0.00,1.58,0.00,0,0,150,728,1373
2026352035,17-04-2016,838,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,60,1053,1214
2026352035,18-04-2016,3325,2.06,2.06,0.00,0.00,0.00,2.06,0.00,0,0,182,1062,1419
2026352035,19-04-2016,2424,1.50,1.50,0.00,0.00,0.00,1.50,0.00,0,0,141,785,1356
2026352035,20-04-2016,7222,4.48,4.48,0.00,0.00,0.00,4.48,0.00,0,0,327,623,1667
2026352035,21-04-2016,2467,1.53,1.53,0.00,0.00,0.00,1.53,0.00,0,0,153,749,1370
2026352035,22-04-2016,2915,1.81,1.81,0.00,0.00,0.00,1.81,0.00,0,0,162,712,1399
2026352035,23-04-2016,12357,7.71,7.71,0.00,0.00,0.00,7.71,0.00,0,0,432,458,1916
2026352035,24-04-2016,3490,2.16,2.16,0.00,0.00,0.00,2.16,0.00,0,0,164,704,1401
2026352035,25-04-2016,6017,3.73,3.73,0.00,0.00,0.00,3.73,0.00,0,0,260,821,1576
2026352035,26-04-2016,5933,3.68,3.68,0.00,0.00,0.00,3.68,0.00,0,0,288,1018,1595
2026352035,27-04-2016,6088,3.77,3.77,0.00,0.00,0.00,3.77,0.00,0,0,286,586,1593
2026352035,28-04-2016,6375,3.95,3.95,0.00,0.00,0.00,3.95,0.00,0,0,331,626,1649
2026352035,29-04-2016,7604,4.71,4.71,0.00,0.00,0.00,4.71,0.00,0,0,352,492,1692
2026352035,30-04-2016,4729,2.93,2.93,0.00,0.00,0.00,2.93,0.00,0,0,233,594,1506
2026352035,01-05-2016,3609,2.28,2.28,0.00,0.00,0.00,2.28,0.00,0,0,191,716,1447
2026352035,02-05-2016,7018,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0,0,355,716,1690
2026352035,03-05-2016,5992,3.72,3.72,0.00,0.00,0.00,3.72,0.00,0,0,304,981,1604
2026352035,04-05-2016,6564,4.07,4.07,0.00,0.00,0.00,4.07,0.00,0,0,345,530,1658
2026352035,05-05-2016,12167,7.54,7.54,0.00,0.00,0.00,7.54,0.00,0,0,475,479,1926
2026352035,06-05-2016,8198,5.08,5.08,0.00,0.00,0.00,5.08,0.00,0,0,383,511,1736
2026352035,07-05-2016,4193,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,229,665,1491
2026352035,08-05-2016,5528,3.45,3.45,0.00,0.00,0.00,3.45,0.00,0,0,258,610,1555
2026352035,09-05-2016,10685,6.62,6.62,0.00,0.00,0.00,6.60,0.00,0,0,401,543,1869
2026352035,10-05-2016,254,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0,0,17,1002,1141
2026352035,11-05-2016,8580,5.32,5.32,0.00,0.00,0.00,5.32,0.00,0,0,330,569,1698
2026352035,12-05-2016,8891,5.51,5.51,0.00,0.00,0.00,5.51,0.00,0,0,343,330,1364
2320127002,12-04-2016,10725,7.49,7.49,0.00,1.17,0.31,6.01,0.00,13,9,306,1112,2124
2320127002,13-04-2016,7275,4.90,4.90,0.00,0.00,0.00,4.90,0.00,0,0,335,1105,2003
2320127002,14-04-2016,3973,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,191,1249,1696
2320127002,15-04-2016,5205,3.51,3.51,0.00,0.00,0.00,3.51,0.00,0,0,245,1195,1801
2320127002,16-04-2016,5057,3.41,3.41,0.00,0.00,0.00,3.40,0.00,0,0,195,1245,1724
2320127002,17-04-2016,6198,4.18,4.18,0.00,0.00,0.00,4.18,0.00,0,0,249,1191,1852
2320127002,18-04-2016,6559,4.42,4.42,0.00,0.00,0.26,4.14,0.00,0,7,260,1173,1905
2320127002,19-04-2016,5997,4.04,4.04,0.00,0.00,0.38,3.66,0.00,0,11,228,1201,1811
2320127002,20-04-2016,7192,4.85,4.85,0.00,0.00,0.49,4.34,0.00,0,11,283,1146,1922
2320127002,21-04-2016,3404,2.29,2.29,0.00,0.06,0.42,1.81,0.00,1,10,127,1302,1610
2320127002,22-04-2016,5583,3.76,3.76,0.00,0.00,0.00,3.76,0.00,0,0,266,1174,1851
2320127002,23-04-2016,5079,3.42,3.42,0.00,0.00,0.00,3.42,0.00,0,0,242,1129,1804
2320127002,24-04-2016,4165,2.81,2.81,0.00,0.00,0.00,2.80,0.00,0,0,204,1236,1725
2320127002,25-04-2016,3588,2.42,2.42,0.00,0.23,0.20,1.99,0.00,3,5,152,1280,1654
2320127002,26-04-2016,3409,2.30,2.30,0.00,0.00,0.00,2.30,0.00,0,0,147,1293,1632
2320127002,27-04-2016,1715,1.16,1.16,0.00,0.00,0.00,1.16,0.00,0,0,82,1358,1481
2320127002,28-04-2016,1532,1.03,1.03,0.00,0.00,0.00,1.03,0.00,0,0,76,1364,1473
2320127002,29-04-2016,924,0.62,0.62,0.00,0.00,0.00,0.62,0.00,0,0,45,1395,1410
2320127002,30-04-2016,4571,3.08,3.08,0.00,0.00,0.00,3.07,0.00,0,0,234,1206,1779
2320127002,01-05-2016,772,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,40,1400,1403
2320127002,02-05-2016,3634,2.45,2.45,0.00,0.36,0.21,1.88,0.00,5,6,123,1306,1613
2320127002,03-05-2016,7443,5.02,5.02,0.00,1.49,0.37,3.16,0.00,20,10,206,1204,1878
2320127002,04-05-2016,1201,0.81,0.81,0.00,0.00,0.00,0.81,0.00,0,0,52,1388,1426
2320127002,05-05-2016,5202,3.51,3.51,0.00,0.00,0.39,3.11,0.00,0,11,223,1206,1780
2320127002,06-05-2016,4878,3.29,3.29,0.00,0.00,0.00,3.29,0.00,0,0,204,1236,1742
2320127002,07-05-2016,7379,4.97,4.97,0.00,0.00,0.00,4.97,0.00,0,0,319,1121,1972
2320127002,08-05-2016,5161,3.48,3.48,0.00,0.00,0.00,3.47,0.00,0,0,247,1193,1821
2320127002,09-05-2016,3090,2.08,2.08,0.00,0.00,0.00,2.08,0.00,0,0,145,1295,1630
2320127002,10-05-2016,6227,4.20,4.20,0.00,0.00,0.00,4.20,0.00,0,0,290,1150,1899
2320127002,11-05-2016,6424,4.33,4.33,0.00,0.00,0.00,4.33,0.00,0,0,300,1140,1903
2320127002,12-05-2016,2661,1.79,1.79,0.00,0.00,0.00,1.79,0.00,0,0,128,830,1125
2347167796,12-04-2016,10113,6.83,6.83,0.00,2.00,0.62,4.20,0.00,28,13,320,964,2344
2347167796,13-04-2016,10352,7.01,7.01,0.00,1.66,1.94,3.41,0.00,19,32,195,676,2038
2347167796,14-04-2016,10129,6.70,6.70,0.00,0.02,2.74,3.94,0.00,1,48,206,705,2010
2347167796,15-04-2016,10465,6.92,6.92,0.00,0.07,1.42,5.43,0.00,1,24,284,720,2133
